Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2012-13,2013-14,2014-15,2015-16,2016-17,Source document,Source table,URL
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Grants and Awards,,,,3847.0,3901.0,4284.7,4690.8,3636.2,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,National School Chaplaincy Program,,,,74000.0,74000.0,87286.9,81629.1,72950.6,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Helping Children with Autism,,,,5434.0,5540.0,5524.4,6356.9,5828.9,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Quality Outcomes,,,,50570.0,41846.0,39498.8,42329.0,51769.3,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Framework for Open Learning,,,,2584.0,3212.0,2641.2,2861.9,3451.9,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,National Plan for School Improvement,,,,17650.0,9655.0,10978.7,9970.1,11439.3,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Creative Young Stars,,,,0.0,3825.0,2897.6,2743.8,2485.8,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Review of School Funding,,,,4793.0,557.0,544.9,545.9,639.7,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,NBN Enabled Education,,,,7875.0,8045.0,10018.9,11214.5,9338.0,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Maths and Science Participation,,,,3100.0,4650.0,3889.6,3791.8,3240.6,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Indigenous Education,,,,40822.0,30887.0,36556.5,43256.4,52101.8,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,ABC Digital Education,,,,1287.0,1287.0,985.9,1057.8,1151.3,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Trade Training Centres (Non-Government),,,,,51887.0,31138.0,31761.7,31185.0,38504.4,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Digital Education,Digtal Education Revolution Project Pool,,,,6000.0,4000.0,3892.3,3701.3,3671.4,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Digital Education,Digital Education Revolution (Non-Government),,,,74000.0,0.0,0.0,0.0,0.0,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Smarter Schools: Improving Teacher Quality National Partnership,Teacher Quality,,,,17787.0,1179.0,1446.6,1667.7,1824.8,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,More Support for Students with Disabilities,Students with Disabilities (COPE),,,,554.0,5001.0,6147.2,5539.9,5011.4,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,More Support for Students with Disabilities,Students with Disabilities (Non-Government),,,,17066.0,19871.0,19532.1,21258.0,26078.4,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Youth Support,Youth Attainment and Transitions National Partnership,,,,114360.0,120195.0,101820.1,93519.7,94517.1,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Youth Support,Youth Engagement,,,,11418.0,7129.0,7852.6,7843.8,6914.8,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Youth Support,National Youth Affairs Research Component,,,,240.0,240.0,240.7,269.2,254.4,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Student Assistance,ABSTUDY - Secondary,,,,139803.0,135475.0,137028.9,151629.1,182605.7,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Student Assistance,ABSTUDY - Tertiary,,,,84044.0,86961.0,68332.1,51346.7,62466.7,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Student Assistance,Assistance for Isolated Children,,,,64969.0,71589.0,56191.1,60287.2,54854.6,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Student Assistance,Superannuation payments for ATAS,,,,5.0,5.0,6.0,6.9,5.8,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,National Action Plan on Literacy and Numeracy,,,,,1141.0,0.0,0.0,0.0,0.0,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Empowering Local Schools,Empowering Local Schools,,,,0.0,0.0,0.0,0.0,0.0,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Empowering Local Schools,Empowering Local Schools (Non-Government),,,,0.0,0.0,0.0,0.0,0.0,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Rewards for School Improvement,Rewards for School Improvement,,,,0.0,0.0,0.0,0.0,0.0,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Rewards for School Improvement,Rewards for School Improvement (Non-Government),,,,0.0,0.0,0.0,0.0,0.0,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,National Rewards for Great Teachers,National Rewards for Great Teachers,,,,1759.0,0.0,0.0,0.0,0.0,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Employment Services,Job Services Australia,,,,1276830.0,1346535.0,1300458.4,1059412.5,958486.7,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Employment Services,Pacific Seasonal Workers Program,,,,1148.0,931.0,1003.7,1072.5,960.3,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Employment Services,Productivity Education and Training Fund,,,,10000.0,0.0,0.0,0.0,0.0,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Employment Services,"Regional Education, Skills and Jobs Plans",,,,442.0,442.0,426.3,338.5,269.9,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Employment Services,Mature Age Employment,,,,6063.0,10864.0,10080.5,9685.1,8257.6,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Employment Services,Productive Ageing Package,,,,4319.0,3033.0,3426.0,3783.9,4636.2,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Indigenous Employment,Indigenous Employment Program,,,,172576.0,154006.0,167041.1,189780.2,207880.8,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Disability Employment Services,Disability Employment Services,,,,750397.0,741367.0,627143.8,721182.2,820936.0,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Disability Employment Services,Employment Assistance and Other Services,,,,37963.0,35597.0,38246.3,37884.7,30220.0,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Remote Jobs and Communities Program,Remote Participation and Employment Services,,,,168.0,206642.0,188017.9,150543.8,148836.4,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Remote Jobs and Communities Program,Remote Youth Leadership and Development Corp,,,,0.0,7000.0,8546.1,8960.5,6829.2,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Compensation and Debt Relief,,,,198.0,198.0,205.4,188.8,165.9,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Mobility Allowance,,,,147590.0,150976.0,179584.5,183984.6,138336.2,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,New start Allowance,,,,7609410.0,8385421.0,9771482.1,9255327.3,10836667.5,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Parenting Payment Single,,,,4488882.0,4245923.0,5032326.1,5888972.0,6044531.9,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Parenting Payment Partnered,,,,1004203.0,981491.0,1169813.6,1388208.3,1427290.4,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Partner Allowance Benefit,,,,12432.0,5949.0,7014.8,6116.0,6612.8,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Partner Allowance Pension,,,,118428.0,68675.0,54375.9,47147.8,38206.0,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Pensioner Education Supplement,,,,81735.0,80537.0,64671.8,59562.1,70583.4,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Sickness Allowance,,,,97925.0,99524.0,80242.1,95656.7,97799.9,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Utilities Allowance,,,,18274.0,18785.0,15138.3,16985.8,13359.5,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Widow Allowance,,,,373450.0,351992.0,336799.0,336905.9,257756.2,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Youth Allowance (Other),,,,836478.0,1074627.0,918486.4,905046.7,1067359.0,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Employee Assistance,General Employee Entitlements and Redundancy Scheme,,,,248399.0,12887.0,14730.2,15456.6,19292.6,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Employee Assistance,Coal Mining Industry Commission,,,,169326.0,172618.0,148580.7,122597.6,122496.7,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Employee Assistance,Fair Entitlements Guarantee Act 2012,,,,55633.0,192430.0,157649.9,145815.5,132192.8,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workplace Assistance,Protected Action Ballots Scheme,,,,1600.0,1600.0,1791.2,1891.5,1651.4,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workplace Assistance,International Labour Organisation Subscription,,,,8323.0,8313.0,9323.1,9708.0,9971.6,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workplace Assistance,Centre for Workplace Leadership,,,,1660.0,3564.0,4026.3,3764.8,3203.0,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workplace Assistance,Award Modernisation,,,,1000.0,3000.0,3019.5,3229.3,2494.1,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workplace Assistance,Social and Community Workers Education and Information Program,,,,800.0,0.0,0.0,0.0,0.0,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workers Compensation Payments,Comcare payments,,,,6279.0,6291.0,6175.3,7091.4,5361.5,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workers Compensation Payments,Asbestos Compensation Payments,,,,20428.0,23957.0,24034.9,29045.7,33107.9,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workers Compensation Payments,Workers Compensation Payments,,,,45573.0,42355.0,44482.3,38219.4,28865.2,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations","Australian Curriculum, Assessment and Reporting Authority",National Curriculum,,,,,12503.0,10597.0,10462.6,8491.8,7734.8,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations","Australian Curriculum, Assessment and Reporting Authority",National Data Collection and Reporting,,,,,6660.0,6672.0,5626.9,6652.0,5885.5,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations","Australian Curriculum, Assessment and Reporting Authority",National Assessment,,,,,20684.0,17702.0,15028.7,13011.7,13413.7,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Australian Institute for Teaching and School Leadership,Assistance for quality teaching and learning,,,,,15249.0,14835.0,11985.1,9484.9,10585.4,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Comcare,"Promoting worker health, wellbeing and resilience in federal workplaces",,,,,24210.0,24623.0,21094.6,20982.8,23367.0,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Comcare,Supporting injured federal workers,SRC Act Regulation,,,,12142.0,14101.0,11404.2,10112.6,7603.3,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Comcare,Supporting injured federal workers,Management of Premium Claims,,,,358977.0,367106.0,445777.1,412850.2,376643.1,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Comcare,Supporting injured federal workers,Management of Pre Premium Grants from Portfolio Agencies,,,,14273.0,10654.0,8256.5,8402.7,10267.2,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Comcare,Supporting injured federal workers,Provide support to the Seafarers Safety Rehabilitation and Compensation Authority,,,,1365.0,1432.0,1397.8,1220.2,1408.3,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Comcare,Access to compensation for people with asbestos-related diseases where the Commonwealth has a liability through management of claims.,,,,,37536.0,30672.0,26831.0,22443.0,24348.9,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Fair Work Commission,,,,,,76290.0,83816.0,95331.8,84944.8,85272.3,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Fair Work Ombudsman,Education Services and Compliance Activities,,,,,137346.0,125408.0,137037.7,155183.3,187203.2,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Office of the Fair Work Building Industry Inspectorate,"Education, Advice and Compliance Functions",,,,,31293.0,25495.0,23800.0,22994.8,19008.4,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
"Education, Employment & Workplace Relations",Safe Work Australia,,,,,,21139.0,19724.0,21047.3,17545.8,13974.1,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing,Population Health,"Prevention, early detection and service improvement",,,,,107947.0,132039.0,142451.4,127411.7,140680.0,Department of Health and Ageing PBS,Table 1.6,https://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
